Date,Municipality From Id,Municipality From Name,Count
2019-06-08,5257,Morbio Inferiore,658
2019-06-08,3693,Nufenen,82
2019-06-08,3253,Marbach (SG),22
2019-06-08,5161,Cademario,123
2019-06-08,5178,Croglio,542
2019-06-08,153,Hombrechtikon,21
2019-06-08,1507,Hergiswil (NW),37
2019-06-08,5192,Lugano,2772
2019-06-08,3276,Wartau,365
2019-06-08,3236,St. Margrethen,39
2019-06-08,5227,Torricella-Taverne,1441
2019-06-08,5195,Maroggia,319
2019-06-08,3947,Zizers,45
2019-06-08,565,Kandersteg,24
2019-06-08,1366,Morschach,47
2019-06-08,5269,Breggia,197
2019-06-08,1703,Hünenberg,28
2019-06-08,2869,Zunzgen,32
2019-06-08,52,Bassersdorf,37
2019-06-08,14,Wettswil am Albis,28
2019-06-08,3275,Sevelen,278
2019-06-08,3821,Lostallo,130
2019-06-08,5064,Bodio,171
2019-06-08,5160,Brusino Arsizio,222
2019-06-08,5108,Gordola,353
2019-06-08,1059,Kriens,80
2019-06-08,2571,Boningen,24
2019-06-08,2703,Riehen,29
2019-06-08,3638,Scharans,189
2019-06-08,5199,Mezzovico-Vira,337
2019-06-08,5193,Magliaso,997
2019-06-08,5397,Centovalli,41
2019-06-08,5323,Lavizzara,25
2019-06-08,3951,Fläsch,53
2019-06-08,3835,San Vittore,881
2019-06-08,5076,Personico,104
2019-06-08,1362,Arth,227
2019-06-08,5091,Ascona,579
2019-06-08,3231,Au (SG),42
2019-06-08,5077,Pollegio,110
2019-06-08,261,Zürich,1841
2019-06-08,2829,Liestal,29
2019-06-08,4411,Egnach,113
2019-06-08,4696,Tägerwilen,25
2019-06-08,6002,Brig-Glis,39
2019-06-08,4258,Rheinfelden,109
2019-06-08,3295,Quarten,44
2019-06-08,1040,Rothenburg,70
2019-06-08,4001,Aarau,30
2019-06-08,121,Wetzikon (ZH),32
2019-06-08,5135,Vogorno,27
2019-06-08,3851,Davos,24
2019-06-08,3986,Tujetsch,36
2019-06-08,221,Hettlingen,33
2019-06-08,3712,Zillis-Reischen,145
2019-06-08,4040,Spreitenbach,21
2019-06-08,3955,Landquart,53
2019-06-08,243,Dietikon,52
2019-06-08,4643,Bottighofen,30
2019-06-08,1201,Altdorf (UR),192
2019-06-08,2884,Diegten,68
2019-06-08,1206,Erstfeld,908
2019-06-08,5017,Sant'Antonino,962
2019-06-08,5281,Biasca,642
2019-06-08,5206,Neggio,101
2019-06-08,5049,Blenio,210
2019-06-08,3711,Rongellen,38
2019-06-08,5002,Bellinzona,7688
2019-06-08,1217,Sisikon,36
2019-06-08,5266,Stabio,1599
2019-06-08,4252,Kaiseraugst,27
2019-06-08,5396,Terre di Pedemonte,101
2019-06-08,4021,Baden,31
2019-06-08,3271,Buchs (SG),1611
2019-06-08,4280,Oftringen,37
2019-06-08,2826,Giebenach,52
2019-06-08,3297,Vilters-Wangs,54
2019-06-08,5113,Locarno,1223
2019-06-08,1210,Hospental,195
2019-06-08,3408,Uzwil,24
2019-06-08,1402,Engelberg,27
2019-06-08,3731,Felsberg,45
2019-06-08,5189,Lamone,1423
2019-06-08,1089,Knutwil,48
2019-06-08,3831,Cama,29
2019-06-08,3254,Oberriet (SG),272
2019-06-08,5238,Monteceneri,2138
2019-06-08,156,Meilen,28
2019-06-08,4048,Würenlos,26
2019-06-08,9,Mettmenstetten,22
2019-06-08,53,Bülach,32
2019-06-08,141,Thalwil,39
2019-06-08,5233,Vico Morcote,254
2019-06-08,5181,Curio,257
2019-06-08,5263,Riva San Vitale,1475
2019-06-08,5213,Ponte Tresa,1887
2019-06-08,1214,Seedorf (UR),22
2019-06-08,1207,Flüelen,330
2019-06-08,3723,Rhäzüns,21
2019-06-08,5063,Bedretto,31
2019-06-08,5317,Maggia,101
2019-06-08,1099,Schenkon,27
2019-06-08,5149,Bedigliora,265
2019-06-08,2581,Olten,49
2019-06-08,2766,Birsfelden,77
2019-06-08,371,Biel/Bienne,50
2019-06-08,3215,Rorschach,29
2019-06-08,4163,Frick,58
2019-06-08,5112,Lavertezzo,142
2019-06-08,3834,Roveredo (GR),520
2019-06-08,5310,Cevio,33
2019-06-08,1202,Andermatt,121
2019-06-08,2,Affoltern am Albis,56
2019-06-08,2546,Grenchen,23
2019-06-08,1054,Ebikon,35
2019-06-08,1026,Eschenbach (LU),21
2019-06-08,5198,Melide,1356
2019-06-08,5249,Castel San Pietro,402
2019-06-08,2936,Merishausen,78
2019-06-08,3707,Lohn (GR),37
2019-06-08,1510,Stansstad,24
2019-06-08,1103,Sursee,35
2019-06-08,5138,Cugnasco-Gerra,220
2019-06-08,5230,Vernate,89
2019-06-08,5048,Acquarossa,138
2019-06-08,161,Zollikon,32
2019-06-08,296,Illnau-Effretikon,21
2019-06-08,3274,Sennwald,1466
2019-06-08,176,Lindau,34
2019-06-08,191,Dübendorf,40
2019-06-08,3234,Diepoldsau,386
2019-06-08,1125,Dagmersellen,42
2019-06-08,2849,Itingen,45
2019-06-08,5121,Orselina,33
2019-06-08,3945,Trimmis,24
2019-06-08,3272,Gams,47
2019-06-08,5050,Serravalle,450
2019-06-08,5097,Brissago,121
2019-06-08,1701,Baar,72
2019-06-08,54,Dietlikon,27
2019-06-08,1707,Risch,40
2019-06-08,5118,Minusio,457
2019-06-08,3695,Sufers,226
2019-06-08,1058,Horw,26
2019-06-08,3340,Rapperswil-Jona,54
2019-06-08,5148,Bedano,1086
2019-06-08,5207,Novaggio,145
2019-06-08,3832,Grono,98
2019-06-08,1209,Gurtnellen,1404
2019-06-08,5071,Dalpe,25
2019-06-08,5143,Aranno,226
2019-06-08,5212,Ponte Capriasca,794
2019-06-08,3251,Altstätten,140
2019-06-08,3238,Widnau,47
2019-06-08,3732,Flims,31
2019-06-08,230,Winterthur,147
2019-06-08,5222,Sessa,71
2019-06-08,4401,Arbon,25
2019-06-08,5202,Monteggio,693
2019-06-08,3668,Thusis,56
2019-06-08,1630,Glarus Nord,80
2019-06-08,66,Opfikon,47
2019-06-08,198,Uster,37
2019-06-08,1061,Luzern,374
2019-06-08,2770,Muttenz,426
2019-06-08,5254,Mendrisio,15451
2019-06-08,2401,Egerkingen,25
2019-06-08,1213,Schattdorf,661
2019-06-08,5216,Pura,476
2019-06-08,5197,Melano,1034
2019-06-08,2931,Bargen (SH),205
2019-06-08,3953,Maienfeld,230
2019-06-08,4304,Döttingen,27
2019-06-08,1364,Ingenbohl,41
2019-06-08,1102,Sempach,29
2019-06-08,4282,Rothrist,24
2019-06-08,3427,Wil (SG),46
2019-06-08,1203,Attinghausen,21
2019-06-08,1208,Göschenen,435
2019-06-08,3293,Mels,106
2019-06-08,1509,Stans,36
2019-06-08,4566,Frauenfeld,28
2019-06-08,5003,Cadenazzo,789
2019-06-08,3640,Sils im Domleschg,117
2019-06-08,2863,Tenniken,24
2019-06-08,295,Horgen,47
2019-06-08,6266,Sion,57
2019-06-08,5250,Chiasso,3157
2019-06-08,5125,Ronco sopra Ascona,95
2019-06-08,6621,Genève,22
2019-06-08,5171,Caslano,2518
2019-06-08,2821,Arisdorf,164
2019-06-08,5079,Quinto,2591
2019-06-08,2831,Pratteln,171
2019-06-08,1711,Zug,128
2019-06-08,199,Volketswil,32
2019-06-08,3691,Hinterrhein,228
2019-06-08,2920,Thayngen,869
2019-06-08,3722,Domat/Ems,448
2019-06-08,4003,Buchs (AG),25
2019-06-08,3823,Soazza,251
2019-06-08,5154,Bissone,764
2019-06-08,5203,Morcote,550
2019-06-08,5001,Arbedo-Castione,708
2019-06-08,2701,Basel,2225
2019-06-08,5186,Grancia,968
2019-06-08,1220,Wassen,3664
2019-06-08,5208,Origlio,858
2019-06-08,1702,Cham,67
2019-06-08,4436,Romanshorn,73
2019-06-08,154,Küsnacht (ZH),42
2019-06-08,2579,Hägendorf,50
2019-06-08,4431,Roggwil (TG),38
2019-06-08,5226,Capriasca,2617
2019-06-08,2939,Schaffhausen,584
2019-06-08,1372,Schwyz,37
2019-06-08,3256,Rüthi (SG),163
2019-06-08,4671,Kreuzlingen,128
2019-06-08,250,Urdorf,34
2019-06-08,1084,Eich,39
2019-06-08,2885,Eptingen,31
2019-06-08,2828,Lausen,26
2019-06-08,4656,Güttingen,24
2019-06-08,581,Interlaken,23
2019-06-08,5115,Losone,421
2019-06-08,1216,Silenen,829
2019-06-08,1341,Altendorf,21
2019-06-08,4666,Kemmental,46
2019-06-08,158,Stäfa,25
2019-06-08,351,Bern,93
2019-06-08,55,Eglisau,28
2019-06-08,5010,Lumino,190
2019-06-08,3694,Splügen,160
2019-06-08,5072,Faido,618
2019-06-08,5144,Arogno,424
2019-06-08,5194,Manno,233
2019-06-08,5287,Riviera,324
2019-06-08,5187,Gravesano,745
2019-06-08,5009,Isone,62
2019-06-08,3705,Donat,87
2019-06-08,3291,Bad Ragaz,141
2019-06-08,4254,Möhlin,28
2019-06-08,5268,Vacallo,1044
2019-06-08,5078,Prato (Leventina),93
2019-06-08,5398,Gambarogno,738
2019-06-08,3203,St. Gallen,112
2019-06-08,3982,Disentis/Mustér,47
2019-06-08,3822,Mesocco,1230
2019-06-08,242,Birmensdorf (ZH),22
2019-06-08,5586,Lausanne,21
2019-06-08,5251,Coldrerio,2256
2019-06-08,3633,Fürstenau,97
2019-06-08,3506,Vaz/Obervaz,22
2019-06-08,5200,Miglieglia,28
2019-06-08,3673,Domleschg,73
2019-06-08,3805,Castaneda,27
2019-06-08,5324,Avegno Gordevio,77
2019-06-08,1093,Neuenkirch,94
2019-06-08,3543,Surses,22
2019-06-08,3701,Andeer,280
2019-06-08,5151,Bioggio,2156
2019-06-08,5061,Airolo,915
2019-06-08,5236,Collina d'Oro,1298
2019-06-08,5219,Rovio,92
2019-06-08,62,Kloten,102
2019-06-08,4691,Münsterlingen,36
2019-06-08,4271,Aarburg,24
2019-06-08,3901,Chur,229
2019-06-08,1331,Küssnacht (SZ),32
2019-06-08,5073,Giornico,153
2019-06-08,3443,Gossau (SG),38
2019-06-08,3637,Rothenbrunnen,40
2019-06-08,3296,Sargans,91
2019-06-08,-1,Other,4479
2019-06-09,69,Wallisellen,30
2019-06-09,1501,Beckenried,56
2019-06-09,1024,Emmen,69
2019-06-09,138,Richterswil,32
2019-06-09,5136,Onsernone,22
2019-06-09,5260,Novazzano,1456
2019-06-09,5131,Tenero-Contra,234
2019-06-09,5141,Agno,2915
2019-06-09,5242,Balerna,2450
2019-06-09,1401,Alpnach,30
2019-06-09,1205,Bürglen (UR),23
2019-06-09,3402,Flawil,22
2019-06-09,5237,Alto Malcantone,493
2019-06-09,10,Obfelden,30
2019-06-09,5120,Muralto,308
2019-06-09,142,Wädenswil,27
2019-06-09,5257,Morbio Inferiore,480
2019-06-09,3693,Nufenen,43
2019-06-09,5161,Cademario,179
2019-06-09,5178,Croglio,516
2019-06-09,1507,Hergiswil (NW),24
2019-06-09,5192,Lugano,2432
2019-06-09,3276,Wartau,227
2019-06-09,3236,St. Margrethen,35
2019-06-09,5227,Torricella-Taverne,963
2019-06-09,5195,Maroggia,207
2019-06-09,3947,Zizers,34
2019-06-09,1366,Morschach,34
2019-06-09,5269,Breggia,122
2019-06-09,1703,Hünenberg,24
2019-06-09,2869,Zunzgen,43
2019-06-09,1709,Unterägeri,28
2019-06-09,3275,Sevelen,200
2019-06-09,3821,Lostallo,73
2019-06-09,5064,Bodio,98
2019-06-09,5160,Brusino Arsizio,208
2019-06-09,5108,Gordola,250
2019-06-09,1059,Kriens,61
2019-06-09,2571,Boningen,27
2019-06-09,3638,Scharans,99
2019-06-09,5199,Mezzovico-Vira,205
2019-06-09,5193,Magliaso,742
2019-06-09,5397,Centovalli,83
2019-06-09,5323,Lavizzara,24
2019-06-09,3951,Fläsch,39
2019-06-09,3835,San Vittore,438
2019-06-09,5076,Personico,81
2019-06-09,1362,Arth,306
2019-06-09,5091,Ascona,696
2019-06-09,3231,Au (SG),46
2019-06-09,5077,Pollegio,90
2019-06-09,261,Zürich,1266
2019-06-09,2829,Liestal,27
2019-06-09,4411,Egnach,54
2019-06-09,4258,Rheinfelden,56
2019-06-09,1373,Steinen,33
2019-06-09,1040,Rothenburg,79
2019-06-09,4001,Aarau,38
2019-06-09,121,Wetzikon (ZH),43
2019-06-09,5135,Vogorno,27
2019-06-09,2861,Sissach,39
2019-06-09,3712,Zillis-Reischen,22
2019-06-09,4040,Spreitenbach,24
2019-06-09,3955,Landquart,44
2019-06-09,243,Dietikon,41
2019-06-09,1201,Altdorf (UR),121
2019-06-09,2884,Diegten,49
2019-06-09,1206,Erstfeld,100
2019-06-09,5017,Sant'Antonino,448
2019-06-09,5281,Biasca,592
2019-06-09,5206,Neggio,91
2019-06-09,5049,Blenio,232
2019-06-09,3711,Rongellen,22
2019-06-09,5002,Bellinzona,5739
2019-06-09,1217,Sisikon,31
2019-06-09,5266,Stabio,1555
2019-06-09,1502,Buochs,32
2019-06-09,4252,Kaiseraugst,25
2019-06-09,5396,Terre di Pedemonte,110
2019-06-09,4021,Baden,42
2019-06-09,92,Oberglatt,24
2019-06-09,3271,Buchs (SG),1129
2019-06-09,2826,Giebenach,54
2019-06-09,3297,Vilters-Wangs,35
2019-06-09,5113,Locarno,1195
2019-06-09,1210,Hospental,119
2019-06-09,1407,Sarnen,29
2019-06-09,3408,Uzwil,22
2019-06-09,1402,Engelberg,80
2019-06-09,5189,Lamone,967
2019-06-09,1089,Knutwil,36
2019-06-09,3831,Cama,24
2019-06-09,3254,Oberriet (SG),168
2019-06-09,5238,Monteceneri,1698
2019-06-09,141,Thalwil,24
2019-06-09,5233,Vico Morcote,244
2019-06-09,5181,Curio,168
2019-06-09,5263,Riva San Vitale,1210
2019-06-09,5213,Ponte Tresa,1355
2019-06-09,1207,Flüelen,87
2019-06-09,5317,Maggia,102
2019-06-09,5149,Bedigliora,283
2019-06-09,3787,St. Moritz,21
2019-06-09,2581,Olten,43
2019-06-09,2766,Birsfelden,82
2019-06-09,371,Biel/Bienne,30
2019-06-09,4163,Frick,22
2019-06-09,5112,Lavertezzo,105
2019-06-09,3834,Roveredo (GR),314
2019-06-09,5310,Cevio,46
2019-06-09,1202,Andermatt,117
2019-06-09,2,Affoltern am Albis,56
2019-06-09,5198,Melide,1320
2019-06-09,5249,Castel San Pietro,335
2019-06-09,2936,Merishausen,49
2019-06-09,1510,Stansstad,30
2019-06-09,1103,Sursee,46
2019-06-09,5138,Cugnasco-Gerra,211
2019-06-09,5230,Vernate,78
2019-06-09,5048,Acquarossa,189
2019-06-09,1301,Einsiedeln,57
2019-06-09,3274,Sennwald,990
2019-06-09,176,Lindau,34
2019-06-09,191,Dübendorf,27
2019-06-09,3234,Diepoldsau,243
2019-06-09,1125,Dagmersellen,21
2019-06-09,2849,Itingen,65
2019-06-09,5121,Orselina,38
2019-06-09,3272,Gams,39
2019-06-09,5050,Serravalle,358
2019-06-09,5097,Brissago,151
2019-06-09,1701,Baar,41
2019-06-09,1707,Risch,90
2019-06-09,5118,Minusio,536
2019-06-09,3695,Sufers,37
2019-06-09,1058,Horw,37
2019-06-09,3340,Rapperswil-Jona,35
2019-06-09,5148,Bedano,748
2019-06-09,5207,Novaggio,100
2019-06-09,3832,Grono,120
2019-06-09,1209,Gurtnellen,98
2019-06-09,5071,Dalpe,23
2019-06-09,5143,Aranno,215
2019-06-09,5212,Ponte Capriasca,611
2019-06-09,3251,Altstätten,74
2019-06-09,3238,Widnau,35
2019-06-09,3551,Brusio,27
2019-06-09,3732,Flims,26
2019-06-09,230,Winterthur,100
2019-06-09,5222,Sessa,91
2019-06-09,5202,Monteggio,883
2019-06-09,3668,Thusis,33
2019-06-09,1630,Glarus Nord,50
2019-06-09,66,Opfikon,40
2019-06-09,198,Uster,42
2019-06-09,1061,Luzern,407
2019-06-09,2770,Muttenz,560
2019-06-09,5254,Mendrisio,17191
2019-06-09,2401,Egerkingen,24
2019-06-09,1213,Schattdorf,499
2019-06-09,5216,Pura,376
2019-06-09,5197,Melano,956
2019-06-09,2931,Bargen (SH),95
2019-06-09,3953,Maienfeld,142
2019-06-09,1364,Ingenbohl,40
2019-06-09,1102,Sempach,25
2019-06-09,1208,Göschenen,155
2019-06-09,3293,Mels,43
2019-06-09,1509,Stans,26
2019-06-09,5003,Cadenazzo,398
2019-06-09,4045,Wettingen,28
2019-06-09,3640,Sils im Domleschg,55
2019-06-09,2863,Tenniken,32
2019-06-09,295,Horgen,32
2019-06-09,5250,Chiasso,3938
2019-06-09,5125,Ronco sopra Ascona,103
2019-06-09,6621,Genève,25
2019-06-09,5171,Caslano,2064
2019-06-09,2821,Arisdorf,161
2019-06-09,5079,Quinto,1564
2019-06-09,2831,Pratteln,204
2019-06-09,1711,Zug,89
2019-06-09,3691,Hinterrhein,106
2019-06-09,2920,Thayngen,668
2019-06-09,3722,Domat/Ems,42
2019-06-09,3823,Soazza,112
2019-06-09,5154,Bissone,692
2019-06-09,5203,Morcote,480
2019-06-09,5001,Arbedo-Castione,546
2019-06-09,2701,Basel,2260
2019-06-09,5186,Grancia,315
2019-06-09,1220,Wassen,1923
2019-06-09,5208,Origlio,690
2019-06-09,1702,Cham,39
2019-06-09,4436,Romanshorn,38
2019-06-09,2579,Hägendorf,27
2019-06-09,1504,Emmetten,25
2019-06-09,5226,Capriasca,2333
2019-06-09,2939,Schaffhausen,527
2019-06-09,1372,Schwyz,61
2019-06-09,3256,Rüthi (SG),122
2019-06-09,4671,Kreuzlingen,79
2019-06-09,4289,Zofingen,31
2019-06-09,1084,Eich,38
2019-06-09,2828,Lausen,36
2019-06-09,581,Interlaken,30
2019-06-09,5115,Losone,350
2019-06-09,1216,Silenen,48
2019-06-09,4666,Kemmental,29
2019-06-09,351,Bern,87
2019-06-09,3561,Poschiavo,21
2019-06-09,5010,Lumino,170
2019-06-09,3694,Splügen,102
2019-06-09,5072,Faido,529
2019-06-09,5144,Arogno,364
2019-06-09,5194,Manno,233
2019-06-09,5287,Riviera,240
2019-06-09,5187,Gravesano,453
2019-06-09,5009,Isone,63
2019-06-09,5129,Sonogno,24
2019-06-09,3291,Bad Ragaz,81
2019-06-09,5268,Vacallo,1319
2019-06-09,3837,Calanca,24
2019-06-09,5078,Prato (Leventina),36
2019-06-09,5398,Gambarogno,704
2019-06-09,3203,St. Gallen,79
2019-06-09,3982,Disentis/Mustér,22
2019-06-09,3822,Mesocco,439
2019-06-09,5586,Lausanne,23
2019-06-09,5251,Coldrerio,2356
2019-06-09,3633,Fürstenau,40
2019-06-09,3673,Domleschg,34
2019-06-09,5324,Avegno Gordevio,66
2019-06-09,1093,Neuenkirch,131
2019-06-09,3701,Andeer,58
2019-06-09,5151,Bioggio,1633
2019-06-09,5061,Airolo,488
2019-06-09,131,Adliswil,25
2019-06-09,5236,Collina d'Oro,783
2019-06-09,5219,Rovio,55
2019-06-09,62,Kloten,77
2019-06-09,4691,Münsterlingen,32
2019-06-09,3901,Chur,128
2019-06-09,1331,Küssnacht (SZ),36
2019-06-09,5073,Giornico,140
2019-06-09,3296,Sargans,48
2019-06-09,-1,Other,4303
2019-06-10,1501,Beckenried,38
2019-06-10,1024,Emmen,69
2019-06-10,5136,Onsernone,27
2019-06-10,5260,Novazzano,1782
2019-06-10,5131,Tenero-Contra,238
2019-06-10,5141,Agno,2611
2019-06-10,5242,Balerna,2361
2019-06-10,1401,Alpnach,32
2019-06-10,5237,Alto Malcantone,393
2019-06-10,5120,Muralto,248
2019-06-10,5257,Morbio Inferiore,558
2019-06-10,5161,Cademario,117
2019-06-10,5178,Croglio,521
2019-06-10,1507,Hergiswil (NW),21
2019-06-10,5192,Lugano,2292
2019-06-10,3276,Wartau,99
2019-06-10,5227,Torricella-Taverne,921
2019-06-10,5195,Maroggia,231
2019-06-10,1366,Morschach,25
2019-06-10,5269,Breggia,182
2019-06-10,1703,Hünenberg,26
2019-06-10,2869,Zunzgen,28
2019-06-10,3275,Sevelen,96
2019-06-10,3821,Lostallo,62
2019-06-10,5064,Bodio,80
2019-06-10,3542,Albula/Alvra,26
2019-06-10,5160,Brusino Arsizio,153
2019-06-10,5108,Gordola,219
2019-06-10,1059,Kriens,74
2019-06-10,2571,Boningen,25
2019-06-10,3638,Scharans,43
2019-06-10,5199,Mezzovico-Vira,179
2019-06-10,5193,Magliaso,772
2019-06-10,5397,Centovalli,56
2019-06-10,5323,Lavizzara,43
2019-06-10,3835,San Vittore,220
2019-06-10,5076,Personico,29
2019-06-10,1362,Arth,249
2019-06-10,5091,Ascona,433
2019-06-10,3231,Au (SG),21
2019-06-10,5077,Pollegio,80
2019-06-10,261,Zürich,1024
2019-06-10,6002,Brig-Glis,38
2019-06-10,4258,Rheinfelden,36
2019-06-10,1040,Rothenburg,58
2019-06-10,243,Dietikon,22
2019-06-10,1201,Altdorf (UR),76
2019-06-10,2884,Diegten,28
2019-06-10,4082,Wohlen (AG),21
2019-06-10,1206,Erstfeld,74
2019-06-10,5017,Sant'Antonino,464
2019-06-10,5281,Biasca,428
2019-06-10,5206,Neggio,101
2019-06-10,5049,Blenio,259
2019-06-10,5002,Bellinzona,4360
2019-06-10,5266,Stabio,2084
2019-06-10,1502,Buochs,29
2019-06-10,5396,Terre di Pedemonte,102
2019-06-10,3271,Buchs (SG),503
2019-06-10,5113,Locarno,966
2019-06-10,1210,Hospental,47
2019-06-10,1402,Engelberg,33
2019-06-10,5189,Lamone,892
2019-06-10,3254,Oberriet (SG),92
2019-06-10,5238,Monteceneri,1468
2019-06-10,1064,Meierskappel,21
2019-06-10,141,Thalwil,31
2019-06-10,5233,Vico Morcote,185
2019-06-10,5181,Curio,157
2019-06-10,5263,Riva San Vitale,1442
2019-06-10,5213,Ponte Tresa,1257
2019-06-10,1207,Flüelen,53
2019-06-10,96,Regensdorf,23
2019-06-10,5063,Bedretto,25
2019-06-10,5317,Maggia,74
2019-06-10,5149,Bedigliora,263
2019-06-10,3787,St. Moritz,31
2019-06-10,2766,Birsfelden,35
2019-06-10,371,Biel/Bienne,21
2019-06-10,5112,Lavertezzo,50
2019-06-10,3834,Roveredo (GR),203
2019-06-10,1202,Andermatt,54
2019-06-10,5198,Melide,1201
2019-06-10,5249,Castel San Pietro,271
2019-06-10,5138,Cugnasco-Gerra,157
2019-06-10,5230,Vernate,56
2019-06-10,5048,Acquarossa,205
2019-06-10,3792,Bregaglia,21
2019-06-10,3274,Sennwald,317
2019-06-10,584,Lauterbrunnen,37
2019-06-10,3234,Diepoldsau,106
2019-06-10,2849,Itingen,36
2019-06-10,5121,Orselina,27
2019-06-10,3272,Gams,22
2019-06-10,5050,Serravalle,314
2019-06-10,5097,Brissago,135
2019-06-10,1701,Baar,31
2019-06-10,1707,Risch,179
2019-06-10,5118,Minusio,404
2019-06-10,1058,Horw,38
2019-06-10,5148,Bedano,726
2019-06-10,5207,Novaggio,67
2019-06-10,3832,Grono,83
2019-06-10,1209,Gurtnellen,21
2019-06-10,5071,Dalpe,30
2019-06-10,5143,Aranno,187
2019-06-10,5212,Ponte Capriasca,510
2019-06-10,3251,Altstätten,31
2019-06-10,3238,Widnau,21
2019-06-10,3551,Brusio,30
2019-06-10,230,Winterthur,63
2019-06-10,5222,Sessa,146
2019-06-10,5202,Monteggio,1041
2019-06-10,1630,Glarus Nord,23
2019-06-10,66,Opfikon,38
2019-06-10,1061,Luzern,307
2019-06-10,2770,Muttenz,250
2019-06-10,5254,Mendrisio,19392
2019-06-10,1213,Schattdorf,319
2019-06-10,5216,Pura,345
2019-06-10,5197,Melano,1194
2019-06-10,2931,Bargen (SH),49
2019-06-10,3953,Maienfeld,70
2019-06-10,1364,Ingenbohl,44
2019-06-10,1208,Göschenen,51
2019-06-10,1509,Stans,22
2019-06-10,6076,Obergoms,29
2019-06-10,5003,Cadenazzo,445
2019-06-10,3640,Sils im Domleschg,23
2019-06-10,295,Horgen,27
2019-06-10,5250,Chiasso,6006
2019-06-10,5125,Ronco sopra Ascona,63
2019-06-10,6621,Genève,24
2019-06-10,5171,Caslano,2069
2019-06-10,2821,Arisdorf,78
2019-06-10,5079,Quinto,875
2019-06-10,2831,Pratteln,98
2019-06-10,1711,Zug,91
2019-06-10,3691,Hinterrhein,27
2019-06-10,2920,Thayngen,353
2019-06-10,3823,Soazza,63
2019-06-10,5154,Bissone,670
2019-06-10,5203,Morcote,403
2019-06-10,576,Grindelwald,41
2019-06-10,5001,Arbedo-Castione,418
2019-06-10,2701,Basel,1361
2019-06-10,5186,Grancia,374
2019-06-10,1220,Wassen,28
2019-06-10,5208,Origlio,533
2019-06-10,5226,Capriasca,2005
2019-06-10,2939,Schaffhausen,277
2019-06-10,3256,Rüthi (SG),47
2019-06-10,1084,Eich,30
2019-06-10,581,Interlaken,23
2019-06-10,5115,Losone,267
2019-06-10,1216,Silenen,26
2019-06-10,4666,Kemmental,29
2019-06-10,351,Bern,48
2019-06-10,3561,Poschiavo,60
2019-06-10,5010,Lumino,116
2019-06-10,3694,Splügen,51
2019-06-10,5072,Faido,414
2019-06-10,5144,Arogno,380
2019-06-10,5194,Manno,154
2019-06-10,5287,Riviera,236
2019-06-10,5187,Gravesano,503
2019-06-10,5009,Isone,47
2019-06-10,3291,Bad Ragaz,38
2019-06-10,5268,Vacallo,2252
2019-06-10,5078,Prato (Leventina),59
2019-06-10,5398,Gambarogno,492
2019-06-10,3203,St. Gallen,33
2019-06-10,3822,Mesocco,263
2019-06-10,5251,Coldrerio,2974
2019-06-10,5324,Avegno Gordevio,62
2019-06-10,1093,Neuenkirch,76
2019-06-10,3543,Surses,32
2019-06-10,3701,Andeer,28
2019-06-10,5151,Bioggio,1631
2019-06-10,5061,Airolo,273
2019-06-10,131,Adliswil,23
2019-06-10,5236,Collina d'Oro,713
2019-06-10,5219,Rovio,76
2019-06-10,62,Kloten,65
2019-06-10,3901,Chur,82
2019-06-10,5073,Giornico,76
2019-06-10,-1,Other,3835
2019-06-11,69,Wallisellen,21
2019-06-11,1501,Beckenried,36
2019-06-11,1024,Emmen,38
2019-06-11,5260,Novazzano,1593
2019-06-11,5131,Tenero-Contra,241
2019-06-11,5141,Agno,4406
2019-06-11,1068,Vitznau,28
2019-06-11,5242,Balerna,2243
2019-06-11,1401,Alpnach,26
2019-06-11,5237,Alto Malcantone,435
2019-06-11,10,Obfelden,22
2019-06-11,5120,Muralto,228
2019-06-11,5257,Morbio Inferiore,601
2019-06-11,5161,Cademario,94
2019-06-11,5178,Croglio,550
2019-06-11,1507,Hergiswil (NW),40
2019-06-11,5192,Lugano,2852
2019-06-11,3276,Wartau,53
2019-06-11,5227,Torricella-Taverne,1503
2019-06-11,5195,Maroggia,330
2019-06-11,5269,Breggia,164
2019-06-11,3275,Sevelen,59
2019-06-11,3821,Lostallo,63
2019-06-11,5064,Bodio,90
2019-06-11,5160,Brusino Arsizio,153
2019-06-11,5108,Gordola,261
2019-06-11,1059,Kriens,31
2019-06-11,3638,Scharans,32
2019-06-11,5199,Mezzovico-Vira,971
2019-06-11,5193,Magliaso,1022
2019-06-11,5397,Centovalli,32
2019-06-11,3835,San Vittore,236
2019-06-11,1362,Arth,258
2019-06-11,5091,Ascona,466
2019-06-11,5077,Pollegio,106
2019-06-11,261,Zürich,1110
2019-06-11,4258,Rheinfelden,38
2019-06-11,1040,Rothenburg,75
2019-06-11,3955,Landquart,30
2019-06-11,243,Dietikon,24
2019-06-11,1201,Altdorf (UR),61
2019-06-11,2884,Diegten,22
2019-06-11,1206,Erstfeld,147
2019-06-11,5017,Sant'Antonino,1159
2019-06-11,5281,Biasca,599
2019-06-11,5206,Neggio,144
2019-06-11,5049,Blenio,71
2019-06-11,5002,Bellinzona,6856
2019-06-11,5266,Stabio,2363
2019-06-11,4252,Kaiseraugst,21
2019-06-11,5396,Terre di Pedemonte,81
2019-06-11,3271,Buchs (SG),262
2019-06-11,5113,Locarno,1312
